ID,Name,NetWorth,x,y,z,sector or company,industries,connections,Age,Source_or_company_extended,Philanthropy_Score,Self_Made_Score,Citizenship,Marital_Status,Children,connection_names_matched,is_valid,connection_count,vx,vy,vz,velocity_strength,NetWorth_Billions
3098,Jeffrey Lorberbaum,1022320668.0,-1.5726962,1.3889989,0.017146721,Flooring,Flooring,367/374,71.0,Flooring,,5.0,United States,Married,,Blair Parry-Okeden/Jim Kennedy,True,2,0.036821351291498064,-0.033203978841699865,-0.004700129226282237,0.0498036879818725,1.022320668
3099,Chu Te Hsiang,1022320668.0,1.2576128,0.9774295,-0.74103016,Electronic connectors,Electronic connectors,,,,,,,,,,True,0,-0.004447960049659526,-0.0015233096303713426,0.0017015226024507432,0.005,1.022320668
3100,Hajime Satomi,1022320668.0,1.3379112,0.68598557,-1.1047504,Video games  Pachinko,Video games/Pachinko,3151,84.0,Video games/ Pachinko/ Self Made,,,Japan,Married,3.0,Shin Dong-joo,True,1,-0.03690376306927745,-0.015096364361499052,0.03016972082057597,0.05,1.022320668
3101,Martin Klenk,1022320668.0,-0.18803833,0.5620569,0.9471178,Enterprise software,software/cloud,3252/3072/3143/2294,39.0,Enterprise software/ Self Made,,,Germany,,,Alexander Rinke/Bastian Nominacher/Brian Lawson/Sam Pollock,True,4,-0.02463103410151756,0.01832734501439602,-0.03005188214533859,0.04296155300572999,1.022320668
3102,Michaela Herz,1022320668.0,-0.04287108,0.9922158,0.4480334,Coffee,Coffee,3103/711/1377/712,51.0,Coffee,,,Germany,,,Christian Herz/Michael Herz/Travis Boersma/Wolfgang Herz,True,4,0.04269415230910528,-0.019929682406004,0.015376599431104122,0.04956231120783106,1.022320668
3103,Christian Herz,1022320668.0,0.400564,0.75608754,0.6944679,Coffee,Coffee,711/3102/1377/712,54.0,Coffee,,,Germany,,,Michael Herz/Michaela Herz/Travis Boersma/Wolfgang Herz,True,4,0.006104554509413142,0.011875764939301939,-0.025765833400011786,0.02902029547487607,1.022320668
3104,Ivan Müller Botelho,1022320668.0,0.18382859,0.54738176,0.88658774,Power Generation,Power Generation,356,92.0,Power Generation,,,Brazil,Married,4.0,Micky Arison,True,1,-0.029713320317987842,-0.008563241109206279,-0.03929108674224029,0.05,1.022320668
3105,Bhaskara Rao Bollineni,1022320668.0,1.0050656,0.5952172,0.58317965,Healthcare,healthcare,2053/1238,72.0,Healthcare/ Self Made,,,India,Married,2.0,John Abele & family/Prathap Reddy,True,2,-0.008866876508280937,-0.02888791768364722,0.00020493282270979708,0.030218790256595414,1.022320668
3106,Richard Teets Jr,1022320668.0,-0.7508008,0.9562484,0.4863937,steel,mining/materials,1183/1038/80/56/371,70.0,steel/ Self Made,,,United States,,,Barry Zekelman/Fang Wei/Lakshmi Mittal/Savitri Jindal & family/Viktor Rashnikov,True,5,0.04005308100255694,0.006390797908044263,0.0002999669653773341,0.04056083795829628,1.022320668
3107,Jet Jie Li,1022320668.0,0.6677264,0.22197069,-0.41284874,package delivery,package delivery,1585/174/3307/724/685,51.0,package delivery/ Self Made,,,China,,,Huijiao Yu/Wang Wei/Eiichi Kuriwada/Lai Meisong/Richard Liu,True,5,0.02783891624640604,0.02989146201270769,-0.007207133385111835,0.04147827781697729,1.022320668
3108,Elizabeth Sy,1022320668.0,0.5138781,0.36312175,-0.5629848,Diversified,Diversified,2653/2712,73.0,Diversified,,,Philippines,,,Hans Sy/Herbert Sy,True,2,0.012268618838692718,-0.04646169545741921,-0.0030696744024264365,0.048152165620291745,1.022320668
3109,John Christodoulou,1022320668.0,-0.15851742,0.953696,1.062156,Real estate,real estate,114/1111/1966,60.0,Real estate/ Self Made,,,United Kingdom,Married,4.0,Harry Triguboff/Kwek Leng Beng/Manuel Villar,True,3,0.021268692029275824,-0.030051116973527178,-0.033173178575396,0.04955690334139035,1.022320668
3110,Hartati Murdaya,1022320668.0,0.68212175,-0.353508,-0.3853156,Diversified,Diversified,36/20,79.0,Diversified/ Self Made,,,Indonesia,Widowed,4.0,Li Ka-shing/Mukesh Ambani,True,2,0.002931253448018355,0.03331004742469193,0.02708849090259932,0.04303414743656427,1.022320668
3111,Eric Ya Shen,1022320668.0,1.8668278,0.65048635,-0.80865896,Online apparel retail,ai/software/retail/luxury/fashion,260/447,55.0,Online apparel retail/ Self Made,,,China,,,Mark Stevens/Michael Moritz,True,2,-0.046247079843211344,0.01629426162617911,0.004737623339453885,0.04926195723754057,1.022320668
3112,Lee Ho-jin,1022320668.0,-0.7584229,0.2469117,0.11983027,Diversified,Diversified,36/20,63.0,Diversified,,,South Korea,Married,2.0,Li Ka-shing/Mukesh Ambani,True,2,0.04818559240722098,-0.005070766098377872,-0.00046341952055428486,0.04845388263195552,1.022320668
3113,Xu Guozhong & family,1022320668.0,1.3902723,0.98493004,-0.7841834,Motors,Motors,1528,62.0,Motors/ Self Made,,,China,Married,,Shigenobu Nagamori,True,1,-0.007696207445722252,0.04227376611672638,0.025567500645560307,0.05000000000000001,1.022320668
3114,Xiu Laigui,1022320668.0,0.12945925,0.6452307,0.47519946,Pharmaceuticals,healthcare/pharmaceuticals,1128/94/337/455/253/139,71.0,Pharmaceuticals/ Self Made,,,China,Married,2.0,Dennis Bastas/Dilip Shanghvi/Murali Divi & family/Pankaj Patel/Sun Piaoyang/Zhong Huijuan,True,6,0.025226658517783482,-0.01728901821920761,-0.028004659975520613,0.041467522608681084,1.022320668
3115,Pedro Grendene Bartelle,1022320668.0,-1.892463,-0.6532713,0.83979,shoes,shoes,1743/1256/1153/1255/1254/551,76.0,shoes/ Self Made,,,Brazil,Married,4.0,Alexandre Grendene Bartelle/Bill Alfond/Masahiro Miki/Susan Alfond/Ted Alfond/Zhang Congyuan,True,6,0.03016797785776279,0.028383404562310928,-0.017818549602480586,0.045091299077652885,1.022320668
3116,Wu Jianbin,1022320668.0,0.4466717,0.2421057,-0.3771814,auto parts,auto parts,1600/2104/198/1058/599/320,46.0,auto parts/ Self Made,,,China,Married,,Chin Jong Hwa/Joseph 'Pitt' Reeves Hyde III/Shahid Khan/Nirmal Minda/Vivek Chaand Sehgal/Wu Jianshu,True,6,-0.014091760972699752,0.01869071616067616,0.026898941149767003,0.03565772893622494,1.022320668
3117,Sun Huaiqing & family,1022320668.0,0.80426973,0.7052719,-0.84957796,Cosmetics,Cosmetics,2965/2480,56.0,Cosmetics/ Self Made,,,China,Married,,Suh Kyung-bae/Yoshiaki Yoshida,True,2,-0.009793699531707615,0.00036992959901079774,0.012019725137474336,0.015508939061264852,1.022320668
3118,Ruben Feffer,1022320668.0,1.7903961,1.1929173,-0.5912241,Pulp and paper,Pulp and paper,3095/3003/3153,,Pulp and paper,,,Brazil,Married,,Daniel Feffer/David Feffer/Jorge Feffer & family,True,3,-0.036091402351031414,-0.022782882513458034,0.025019146142640294,0.04947329312864528,1.022320668
3119,Xie Yi,1022320668.0,0.4250714,0.20693757,-0.4092114,Thermal products,Thermal products,,41.0,Thermal products/ Self Made,,,China,Married,,,True,0,-0.0041582511334073416,-0.0017597577991154897,0.002147603315318908,0.005,1.022320668
3120,Bruce Springsteen,1022320668.0,-0.6234739,0.28307968,-0.01892285,Music,media/entertainment,3340/1513/2088,76.0,Music/ Self Made,,,United States,Married,3.0,Beyoncé Knowles-Carter/Jay-Z/Taylor Swift,True,3,0.031029371581757004,0.0009687820710331598,-0.014825876628799046,0.03440300942173917,1.022320668
3121,Phillippe Van de Vyvere,1022320668.0,-0.14104202,0.9027015,1.624396,Shipping Terminals,logistics/shipping,,72.0,Shipping Terminals/ Self Made,,,Belgium,Married,1.0,,True,0,6.218385105929815e-05,-0.0003417157981779757,-0.004987921759805684,0.005000000000000001,1.022320668
3122,Zhang Keqiang,1022320668.0,1.4668592,0.20458132,-0.23656848,Real estate,real estate,114/1111,66.0,Real estate/ Self Made,,,China,,,Harry Triguboff/Kwek Leng Beng,True,2,-0.02384586713174114,-0.035016904222359466,-0.015476094233215477,0.0451034195299859,1.022320668
3123,Qiao Zhiyong,1022320668.0,-1.5645148,1.0714945,0.0219955,industrial gas,energy/oil and gas,,,,,,,,,,True,0,0.003124848048440876,-0.003836913356563137,-0.0007165337175476485,0.005,1.022320668
3124,Clelia Haji-Ioannou,1022320668.0,1.5112181,0.52700144,-0.671436,EasyJet,EasyJet,2920/2783,55.0,EasyJet,,,Cyprus,Married,2.0,Polys Haji-Ioannou/Stelios Haji-Ioannou,True,2,-0.03417758138127209,0.015561164520164178,0.03298803924205811,0.04998467408448973,1.022320668
3125,Gerald Engström,1022320668.0,0.031196978,0.6118505,0.30811387,Ventilation,Ventilation,,78.0,Ventilation/ Self Made,,,Sweden,Married,6.0,,True,0,-0.0005398039969283238,-0.004960104552009971,-0.00032553721450885706,0.005000000000000002,1.022320668
3126,Arnold Schwarzenegger,1022320668.0,-0.94467366,0.9512112,-0.19587371,Movies  investments,investment/finance/media/entertainment,1541/810,78.0,Movies/ investments/ Self Made,,,United States,Divorced,5.0,David Booth/Thomas Tull,True,2,-0.03660601443922716,-0.029503841175452072,-0.011072509946402548,0.04830194006191048,1.022320668
3127,Vadim Novinsky,1022320668.0,0.22083254,1.2628936,0.9924847,Steel,mining/materials,1038/80/484/56/371,62.0,Steel/ Self Made,,,Ukraine,Married,3.0,Fang Wei/Lakshmi Mittal/Rinat Akhmetov/Savitri Jindal & family/Viktor Rashnikov,True,5,0.020266982307443275,-0.008838465820306807,-0.011729837250339513,0.025029145647153094,1.022320668
3128,Yvonne Lo,1022320668.0,0.62428576,0.49190837,-0.3884515,Textile,social media,1548/3134,81.0,Textile,,,Hong Kong,Married,4.0,Gabriele Gebauer/Kenneth Lo,True,2,0.002904306673484231,0.0017109218229408776,0.03238951741082295,0.03256444516407218,1.022320668
3129,Laurence Escalante,1022320668.0,1.0105535,-0.98107624,-0.028481722,gaming,gaming,,44.0,gaming/ Self Made,,,Australia,,,,True,0,-0.002833843869142174,0.004116691846980209,0.00014891998634163848,0.005,1.022320668
3130,Konstantin Nikolaev,1022320668.0,0.51557744,0.751027,0.15322128,ports  railway transport,ai/software/logistics/shipping,61/259/2744/3131/410,55.0,ports/ railway transport/ Self Made,,,Russia,Married,5.0,Len Blavatnik/Alexander Gerko/Andrei Filatov/Nikita Mishin/Yuri Milner,True,5,-0.04786992291890859,-0.009512740912965889,-0.0020968290007425164,0.0488509820965538,1.022320668
3131,Nikita Mishin,1022320668.0,-0.71876454,0.5318106,-0.14425236,ports  railway transport,ai/software/logistics/shipping,259/2744/3130/61,54.0,ports/ railway transport/ Self Made,,,Russia,Married,3.0,Alexander Gerko/Andrei Filatov/Konstantin Nikolaev/Len Blavatnik,True,4,0.03331765298249146,-0.0014736643731585446,0.03440142059648014,0.04791341592917757,1.022320668
3132,Ke Guihua,1022320668.0,0.42549583,0.28377602,-0.4770834,Auto parts,Auto parts,1600/2104/1058/198/599/320,60.0,Auto parts/ Self Made,,,China,,,Chin Jong Hwa/Joseph 'Pitt' Reeves Hyde III/Nirmal Minda/Shahid Khan/Vivek Chaand Sehgal/Wu Jianshu,True,6,-0.012689952466685875,0.010057241381503927,0.035043504400521,0.03860349982167312,1.022320668
3133,Lia Maria Aguiar,1022320668.0,-1.5182971,0.026364714,0.91633826,banking,finance,1274/243,88.0,banking,,,Brazil,Divorced,,Michiel Le Roux/Uday Kotak,True,2,0.045265384193823886,0.005271358073539633,-0.019298750334283174,0.049489231016645915,1.022320668
3134,Kenneth Lo,1022320668.0,0.8302467,0.082717836,-0.339584,Textile,social media,1253/2687/3128,87.0,Textiles,,,United Kingdom,Married,4.0,Balkrishan Goenka/Filip Balcaen & family/Kenneth Lo/Yvonne Lo,True,3,-0.005432983805607857,0.03258884464137024,0.028885393752063688,0.04388526039917187,1.022320668
3135,Vitaly Orlov,1022320668.0,0.30369723,2.0342531,0.77100897,Fisheries,Fisheries,,60.0,Fisheries/ Self Made,,,Russia,Married,4.0,,True,0,0.00010020943977926005,-0.004846385768725192,-0.0012257663108753885,0.005,1.022320668
3136,Denise Prenosil,1022320668.0,-1.0147755,1.4086618,0.3121525,Dick's Sporting Goods,Dick's Sporting Goods,749,66.0,Dick's Sporting Goods,,,United States,Divorced,,Edward Stack & family,True,1,-0.028657087272655757,-0.03709029472992309,-0.017409232777317655,0.05,1.022320668
3137,Leyla Tara Suyabatmaz,1022320668.0,0.33701032,0.29740983,0.5441311,Construction,construction/materials,3201/1731/3309/3138,59.0,Construction,,,Turkey,,,Ceyda Lale Tara/Mehmet Sinan & Family Tara/Vildan Gulcelik/Yasemin Zeynep Keyman,True,4,-0.020288350529651746,0.03028060371181885,-0.022989020697293694,0.043093238460190426,1.022320668
3138,Yasemin Zeynep Keyman,1022320668.0,-0.12945902,0.50791556,0.47311842,Construction,construction/materials,3201/3137/1731/3309,65.0,Construction,,,Turkey,Married,1.0,Ceyda Lale Tara/Leyla Tara Suyabatmaz/Mehmet Sinan & Family Tara/Vildan Gulcelik,True,4,0.046608983519036924,-0.005319210227890891,-0.006028645947013752,0.04729731402607129,1.022320668
3139,Anne Dinning,1022320668.0,-0.81262517,0.7797421,-0.024237603,Hedge funds,hedge funds/finance,115/34/70/120,63.0,Hedge funds/ Self Made,,6.0,United States,Single,,David Tepper/Ken Griffin/Marilyn Simons & family/Steve Cohen,True,4,-0.014449261960234145,-0.02811699390584423,0.03423599393835877,0.04659881756487057,1.022320668
3140,Liu Xiucai & family,1022320668.0,0.94075406,0.23648115,-0.17742768,Chemicals,Chemicals,1319/123/1881/2735/1212,69.0,Chemicals/ Self Made,,,United States,Married,,Arun Bharat Ram/Chen Jianhua/Lee Dong-chae/Soegiarto Adikoesoemo/Vivek Jain,True,5,-0.028711748453140742,0.019829398870178,-0.010836287015513417,0.036537578943761875,1.022320668
3141,Jiang Long,1022320668.0,1.6622988,1.4578302,-0.29588687,Manufacturing,Manufacturing,312/1890/920/533/729/302,52.0,Manufacturing/ Self Made,,,China,,,Anthony Pratt/Fiona Geminder/Haryanto Tjiptodihardjo/Horst Julius Pudwill/Jiang Bin/Zhou Chaonan,True,6,-0.006883730443431194,-0.03534590648249105,-0.021721940721876064,0.04205426920791184,1.022320668
3142,Sanjeev Shah,1022320668.0,1.0609149,0.289199,0.46662143,Foods,food/beverages,,62.0,Foods,,,India,,,,True,0,-0.003178544041185195,-0.0024600191170939976,-0.0029740819964786036,0.005,1.022320668
3143,Brian Lawson,1022320668.0,-0.9606775,1.1850679,0.6023946,private equity,investment/finance,561/3197/1178/2294,66.0,private equity/ Self Made,,,Canada,,,Bruce Flatt/Cyrus Madon/Jack Cockwell/Sam Pollock,True,4,-0.010105806013655709,-0.024316001682416682,-0.02945923085189572,0.03951254908747619,1.022320668
3144,Ngo Chi Dung,1022320668.0,0.71167064,0.27983093,-0.47739047,Banking,finance,1274,58.0,Banking/ Self Made,,,Vietnam,Married,3.0,Michiel Le Roux,True,1,-0.0415263935622978,0.003022688417149342,0.027684327559866485,0.049999999999999996,1.022320668
3145,Xu Zhihan,1022320668.0,1.539153,0.60885453,-1.1531234,Electronics,Electronics,184/194/1512/225/187,53.0,Electronics/ Self Made,,,China,,,Barry Lam/Bruce Cheng/Koo Bon-neung/Pierre Chen/Terry Gou,True,5,0.0071865399107679225,-0.020189515401711423,0.005058128390098789,0.022019254093990703,1.022320668
3146,Zhu Weisong,1022320668.0,1.7511538,0.7892926,-0.984856,Online games  toys,Online games/toys,,44.0,Online games/ toys/ Self Made,,,China,,,,True,0,-0.003887993066314582,-0.001295290609607389,0.0028645649151228286,0.005000000000000001,1.022320668
3147,Veronica Squinzi,1022320668.0,0.69251895,0.9494193,1.3063685,Chemical products,Chemical products,1171/1955/3148/1073/3023,54.0,Chemical products,,,Italy,,,Alberto Siccardi & family/Alessandra Garavoglia/Marco Squinzi/Miuccia Prada/Simona Giorgetta,True,5,-0.02976514572106331,-0.007110005624346084,-0.030128274071562447,0.042944487170131024,1.022320668
3148,Marco Squinzi,1022320668.0,0.47674435,1.1124079,1.1734567,Chemical products,Chemical products,3023/3147,54.0,Chemical products,,,Italy,,,Simona Giorgetta/Veronica Squinzi,True,2,0.03245868463473299,-0.0005854900258163469,-0.004648497376732186,0.032795084001247324,1.022320668
3149,Maxim Shubarev,1022320668.0,0.3915966,1.458367,0.10240388,Real Estate,real estate,114/1111/1966,57.0,Real Estate/ Self Made,,,Russia,Married,3.0,Harry Triguboff/Kwek Leng Beng/Manuel Villar,True,3,0.012115148910349326,-0.045371671770066895,-0.01639590752966415,0.049741242606632985,1.022320668
3150,Alfredo Harp Helu & family,1022320668.0,-0.8020688,0.372005,0.06317991,Banking  investments,finance/investment,1243/1922,82.0,Banking/ investments/ Self Made,,,Mexico,Married,4.0,Fernando Chico Pardo/Roberto Hernandez Ramirez,True,2,-0.022722570478083036,0.0018026461602910337,-0.009099530175816583,0.024543149588658327,1.022320668
3151,Shin Dong-joo,1022320668.0,0.4634641,0.32827213,-0.3898687,Retail,ai/software/retail,872,72.0,Retail,,,South Korea,Married,1.0,Takao Yasuda,True,1,0.023928273577303955,-0.04115054039315026,0.015299370868156843,0.05,1.022320668
3152,Jacques Merceron-Vicat & family,1022320668.0,0.106922135,1.390741,1.6051021,cement,construction/materials,10/91,88.0,cement,,,France,Married,2.0,Bernard Arnault & family/François Pinault & family,True,2,0.0013574839577197332,-0.030024029934130732,-0.03973842192664733,0.049823963244620455,1.022320668
3153,Jorge Feffer & family,1022320668.0,-0.85090643,-0.751721,0.8934739,pulp and paper,pulp and paper,3095/3003/3118,61.0,pulp and paper,,,Brazil,Divorced,,Daniel Feffer/David Feffer/Ruben Feffer,True,3,-0.0005341775143036211,0.010203753241526147,0.01845124016292991,0.02109147195861068,1.022320668
3154,Krishna Kumar Bangur,1022320668.0,1.9772329,0.15684187,0.23613279,Graphite electrodes,Graphite electrodes,,65.0,Graphite electrodes,,,India,Married,3.0,,True,0,-0.004636072314882012,-0.0012293538552823017,0.001412629671813206,0.005,1.022320668
3155,Fritz Draexlmaier,1022320668.0,-0.013758026,0.5528688,0.39873338,Auto parts,Auto parts,1600/2104/1058/198/599/320,74.0,Auto parts,,,Germany,,,Chin Jong Hwa/Joseph 'Pitt' Reeves Hyde III/Nirmal Minda/Shahid Khan/Vivek Chaand Sehgal/Wu Jianshu,True,6,0.0010701804466338085,-0.008779941942987816,-0.020354521830986957,0.0221932247697066,1.022320668
3156,Lin Zhijun,1022320668.0,0.88684225,0.4281507,-0.43273178,Medical devices,healthcare/pharmaceuticals,341/329/3049/860/576,50.0,Medical devices/ Self Made,,,China,,,Carl Cook/Li Xiting/Lin Zhixiong & family/Reinhold Schmieding/Xu Hang,True,5,-0.030629107562981456,0.025043245919280158,0.014834473807955016,0.042253615341614655,1.022320668
3157,Tan Lili,1022320668.0,0.6355285,0.39050537,-0.03629063,Feed,Feed,2381/1693,,Feed/ Self Made,,,China,,,Xu Yingzhuo/Xue Hua,True,2,0.012601683107539589,0.015038043984850242,-0.04465593581230948,0.04877599601552226,1.022320668
3158,Myron Wentz,1022320668.0,2.2963173,0.42986804,0.66648126,Health products,Health products,,85.0,Health products/ Self Made,,,St. Kitts and Nevis,Married,3.0,,True,0,-0.004909411431504095,-0.0009395368160228909,0.00012227005992670906,0.005,1.022320668
3159,Paritosh Garg,1022320668.0,1.9542251,1.0216354,0.0029901862,Manufacturing,Manufacturing,312/1890/920/533/302,70.0,Manufacturing/ Self Made,,,India,Married,2.0,Anthony Pratt/Fiona Geminder/Haryanto Tjiptodihardjo/Horst Julius Pudwill/Zhou Chaonan,True,5,-0.011177180730940543,-0.022426087373294837,-0.03248179756426331,0.04102348031277386,1.022320668
3160,Pan Shiyi,1022320668.0,0.91150963,0.9642586,-0.4711596,Real estate,real estate,114/1111/186/3069,63.0,Real estate/ Self Made,,,China,Married,2.0,Harry Triguboff/Kwek Leng Beng/Peter Woo/Zhang Xin,True,4,0.009593438782959015,-0.04474392409755204,0.0009762192242442225,0.045771233491175047,1.022320668
3161,Zhu Jiangming,1022320668.0,1.171044,0.28049693,-0.34147426,manufacturing,manufacturing,312/1025/920/3159/302,59.0,manufacturing/ Self Made,,,China,,,Anthony Pratt/Fu Liquan/Haryanto Tjiptodihardjo/Paritosh Garg/Zhou Chaonan,True,5,0.007771493027787263,0.00031741479673839886,-0.02033604370906023,0.021772724445299506,1.022320668
3162,Hyuntae Kim,1022320668.0,-1.2559217,1.5615922,0.9889724,Biotech,healthcare/pharmaceuticals,1750/1859/68/3315/3186/487/1523/1883,50.0,Biotech/ Self Made,,,South Korea,Married,,Chung Yong-ji/David Dean Halbert/Jay Y. Lee/Lee Sang-hoon/Maky Zanganeh/Seo Jung-jin/Zhao Yan/Yoon Dae-in,True,8,0.019943406148899015,-0.01609847986728258,-0.03085335412119899,0.04011022267932893,1.022320668
3163,Cai Wensheng,1022320668.0,1.9013366,0.25331184,-0.2518075,photo sharing app,photo sharing app,1534,,photo sharing app/ Self Made,,,China,Married,,Chen Hua & family,True,1,-0.03721124627978224,0.000951445250067801,-0.03338289834992635,0.049999999999999996,1.022320668
3164,Wen Pengcheng & family,1022320668.0,1.0471547,0.65665007,-0.010302752,Agribusiness,Agribusiness,2823/530/655/2381/1693,63.0,Agribusiness/ Self Made,,,China,Married,,Alexander Lutsenko & family/Liu Hanyuan/Liu Yonghao & family/Xu Yingzhuo/Xue Hua,True,5,-0.0188591719875686,-0.005138124030031749,-0.005889323769298378,0.020414524757248323,1.022320668
3165,Jens von Bahr,1022320668.0,-0.053943887,0.8637227,0.55262125,Gambling products,gambling/entertainment,3048/800/1154/801,55.0,Gambling products/ Self Made,,,Sweden,Divorced,3.0,Fredrik Österberg/Ian Livingstone/Kenneth Dart/Richard Livingstone,True,4,-0.03226126591885193,-0.003976234376012753,-0.02664121570821832,0.04202801557189777,1.022320668
3166,Charles Beauduin,1022320668.0,0.28572455,0.5869233,0.52364784,Diversified,Diversified,36/20,66.0,Diversified,,,Belgium,Married,4.0,Li Ka-shing/Mukesh Ambani,True,2,0.027571393162789185,-0.031051327345680474,-0.021195062165165396,0.04662185443599308,1.022320668
3167,Scott Smith,1022320668.0,0.38191903,0.97947127,1.0142335,Cloud computing,software/cloud,,,,,,,,,,True,0,-0.0006766387068906904,-0.004593052627641629,-0.001856347925377034,0.005,1.022320668
3168,Antonio Luiz Seabra,937127279.0,-0.8139785,0.97998077,0.07543352,Cosmetics,Cosmetics,2965/2480,83.0,Cosmetics/ Self Made,,,Brazil,Married,4.0,Suh Kyung-bae/Yoshiaki Yoshida,True,2,0.045772759403438834,-0.0038609852421614757,-0.015147860815334339,0.048368485584376404,0.937127279
3169,Ma Xiuhui,937127279.0,0.55079985,0.2861127,-0.25624543,LED lighting,LED lighting,,55.0,LED lighting/ Self Made,,,China,Married,,,True,0,-0.0032649709819463873,-0.0017634366109142625,0.0033511573831044197,0.005,0.937127279
3170,Hua Xuande & family,937127279.0,0.40629652,0.501507,-0.5696291,Pharmaceuticals,healthcare/pharmaceuticals,1128/94/337/455/253/139,82.0,Pharmaceuticals/ Self Made,,,China,Married,,Dennis Bastas/Dilip Shanghvi/Murali Divi & family/Pankaj Patel/Sun Piaoyang/Zhong Huijuan,True,6,0.016944918125659895,-0.013878752701166789,0.03354451635431334,0.0400622591009326,0.937127279
3171,Vijay Shekhar Sharma,937127279.0,0.5295977,0.15267676,0.2675353,financial technology,finance,2445/1297/279/3050/408,47.0,financial technology/ Self Made,,,India,Married,1.0,Aloke Lohia/David Zalik/Kushal Pal Singh/Neerja Sethi/Sri Prakash Lohia,True,5,-0.037282698743979804,0.015548526346942823,-0.006086931283072511,0.040851034621423914,0.937127279
3172,Junro Ito,937127279.0,0.31812108,0.27985635,-0.5587671,Retail,ai/software/retail,3194/3195,67.0,Retail,,,Japan,,,Hisako Yamamoto/Yasuhisa Ito,True,2,0.024325466041319507,0.0195360690644148,0.03903689010117973,0.04997264333001165,0.937127279
3173,Henrietta Goh,937127279.0,0.95104915,0.014922085,-0.10941564,Paints,ai/software,1258/3175/3177,33.0,Paints,,,Singapore,,,April Goh/Charlotte Goh/Victoria Goh,True,3,-0.029876742168979432,0.007434893328295726,-0.001081089212633497,0.03080691667987049,0.937127279
3174,Martin Lavoo,937127279.0,0.9195581,-0.069879055,-0.24569233,Paints,ai/software,1258/3175/3173,39.0,Paints,,,Netherlands,,,April Goh/Charlotte Goh/Henrietta Goh,True,3,-0.024038468535138767,0.005539285022890842,0.019380916774797263,0.03137119033621927,0.937127279
3175,Charlotte Goh,937127279.0,0.9209391,-0.2845534,-0.26049364,Paints,ai/software,1258/3173/3177,36.0,Paints,,,Singapore,,,April Goh/Henrietta Goh/Victoria Goh,True,3,-0.024571978079152276,0.03151592366397698,0.014291823111535635,0.04244162766633,0.937127279
3176,Johan Lavoo,937127279.0,0.97769916,0.18144518,0.014926568,Paints,ai/software,1258/3175/3173,34.0,Paints,,,Singapore,,,April Goh/Charlotte Goh/Henrietta Goh,True,3,-0.030812515263289444,-0.009721295255268195,-0.0027415419384912362,0.032425772627511146,0.937127279
3177,Victoria Goh,937127279.0,0.88355136,0.28310367,-0.35870367,Paints,ai/software,1258/3175/3173,30.0,Paints,,,Singapore,,,April Goh/Charlotte Goh/Henrietta Goh,True,3,-0.023978093295144127,-0.012091242907905834,0.022506621095008422,0.035038480364349374,0.937127279
3178,K. Rai Sahi,937127279.0,-1.1380901,1.3522006,0.18239856,real estate,real estate,2160/114/1111/1966,80.0,real estate/ Self Made,,,Canada,Married,2.0,Geoffrey Palmer/Harry Triguboff/Kwek Leng Beng/Manuel Villar,True,4,0.03236970461395699,-0.03277078075826183,-0.015302488316276988,0.048537490633227896,0.937127279
3179,Amit Burman,937127279.0,1.7377566,1.2598665,-0.1705398,Consumer goods,Consumer goods,2398/3077/1875,56.0,Consumer goods,,,India,Married,2.0,Anand Burman/Saket Burman/Vivek Chand Burman,True,3,0.004673393682502535,-0.022175267669493744,0.03425753915424828,0.041075078741619024,0.937127279
3180,Yu De-Chao,937127279.0,0.7860675,0.45721236,-0.07497755,pharmaceuticals,healthcare/pharmaceuticals,1128/94/497/815/337/455/253/632/139,62.0,pharmaceuticals/ Self Made,,,United States,,,Dennis Bastas/Dilip Shanghvi/Hasmukh Chudgar & family/Liu Sheng/Murali Divi & family/Pankaj Patel/Sun Piaoyang/Yan Junjie/Zhong Huijuan,True,9,-0.01102943627099575,-0.01002356272171275,0.0011081053137875615,0.014944837619676916,0.937127279
3181,James Litinsky,937127279.0,-1.7108047,0.6906935,-0.21097761,Minerals,Minerals,,48.0,Minerals/ Self Made,,,United States,,,,True,0,0.0035567589147668267,-0.0034995870291465174,-0.00031993225479178634,0.005,0.937127279
3182,Mehmet Kazanci,937127279.0,0.48516285,0.68496656,0.25983232,Diversified,Diversified,36/20/829/3278,70.0,Diversified,,,Turkey,Married,,Li Ka-shing/Mukesh Ambani/Saban Cemil Kazanci/Tulay Kazanci,True,4,0.014858304639185724,-0.03776989060250007,-0.005342774791037785,0.04093750230953789,0.937127279
3183,Steven Schuurman,937127279.0,0.27267262,0.90454286,0.6926084,software,software/cloud,470/1015/509/2851,50.0,software/ Self Made,,,Netherlands,,,Mike Cannon-Brookes/Richard White/Scott Farquhar/Tope Awotona,True,4,0.004141198083388551,-0.028836043928937828,-0.03627925355038847,0.046527961369598685,0.937127279
3184,Christian Louboutin,937127279.0,-0.28914,1.212103,0.9805554,Shoes,Shoes,1256/1153/1255/1254/551,63.0,Shoes/ Self Made,,,France,,,Bill Alfond/Masahiro Miki/Susan Alfond/Ted Alfond/Zhang Congyuan,True,5,-0.0016347652522150512,-0.01322927103442542,-0.027330523705677953,0.03040795283406566,0.937127279
